1.00000,0.73518,0.74011,0.77926,0.76043,0.73195,0.77589,0.77487,0.74802,0.74481,0.79218,0.79379,0.77312,0.72476,0.71008,0.73787,0.78975,0.72304,0.75861,0.72920,0.76010,0.72212,0.73824,0.72517,0.73909,0.71396,0.74941,0.76769,0.75424,0.73030,0.78023,0.74645,0.74433,0.71785,0.73886,0.74368,0.73510,0.74184,0.72669,0.77746,0.77932,0.75187,0.78704,0.76032,0.77610,0.73724,0.73251,0.76827,0.77965,0.79220,0.68006,0.75258,0.77815,0.75444,0.71761,0.79715,0.69431,0.72970,0.71425,0.76096,0.74154,0.77113,0.72729,0.75056,0.75894,0.71154,0.71584,0.75982,0.72435,0.72636,0.74295,0.72631,0.75511,0.73976,0.73924,0.73571,0.73958,0.77364,0.74396,0.70587,0.67811,0.70572,0.76156,0.71364,0.74743,0.71658,0.74670
0.73518,1.00000,0.74145,0.76961,0.73301,0.73533,0.75629,0.76093,0.71301,0.74668,0.71846,0.74121,0.76090,0.71710,0.73501,0.78137,0.77198,0.74620,0.75909,0.73358,0.79710,0.68931,0.74775,0.74381,0.76302,0.76330,0.76479,0.75502,0.77098,0.78074,0.73938,0.75648,0.75496,0.74932,0.76891,0.76967,0.75573,0.75014,0.74124,0.78788,0.76002,0.71855,0.74943,0.76552,0.76193,0.73075,0.69551,0.79065,0.73741,0.71871,0.77210,0.74617,0.74646,0.77203,0.72350,0.80328,0.72912,0.74811,0.70624,0.74019,0.70424,0.73255,0.71360,0.71531,0.72408,0.74657,0.77040,0.73008,0.76508,0.77105,0.74719,0.71170,0.73947,0.75631,0.76063,0.74958,0.72700,0.76464,0.71956,0.70577,0.72328,0.68683,0.76199,0.72965,0.73193,0.74101,0.75078
0.74011,0.74145,1.00000,0.75037,0.73252,0.71498,0.73792,0.76427,0.76114,0.75475,0.75020,0.76023,0.77156,0.71508,0.74914,0.76575,0.77821,0.68969,0.75216,0.75061,0.77093,0.66950,0.72283,0.70800,0.73220,0.74234,0.75419,0.75733,0.73710,0.74799,0.72050,0.77100,0.73106,0.72312,0.76511,0.73121,0.74614,0.72809,0.70655,0.73774,0.74902,0.74780,0.70453,0.73827,0.77963,0.72736,0.73760,0.77668,0.73567,0.70561,0.75415,0.73735,0.74676,0.74350,0.73378,0.76286,0.73838,0.75506,0.71337,0.76356,0.69432,0.72857,0.76227,0.71728,0.72899,0.69978,0.72193,0.70839,0.70826,0.75981,0.76126,0.72724,0.70940,0.71958,0.73249,0.74742,0.72964,0.74625,0.70034,0.69744,0.72618,0.69213,0.71728,0.69496,0.73488,0.69957,0.72683
0.77926,0.76961,0.75037,1.00000,0.73694,0.77783,0.79813,0.76726,0.77786,0.74887,0.75894,0.77796,0.76937,0.73991,0.74669,0.79143,0.78669,0.73383,0.82402,0.73304,0.79590,0.74197,0.77048,0.77939,0.74398,0.78029,0.75723,0.79896,0.78539,0.75917,0.75845,0.74993,0.77877,0.78103,0.76077,0.80906,0.76593,0.74730,0.79954,0.77510,0.75730,0.78307,0.77873,0.77028,0.77488,0.71165,0.77905,0.81056,0.80019,0.77121,0.76165,0.79789,0.73020,0.78675,0.74867,0.76664,0.78895,0.77706,0.76053,0.76306,0.76171,0.79896,0.75642,0.73270,0.75922,0.74461,0.81754,0.77728,0.77551,0.77636,0.77369,0.69992,0.73635,0.74653,0.78412,0.76370,0.79644,0.76107,0.76575,0.70812,0.73886,0.75954,0.78341,0.74701,0.77967,0.75027,0.78923
0.76043,0.73301,0.73252,0.73694,1.00000,0.73895,0.75382,0.74674,0.71559,0.74921,0.71813,0.73950,0.73745,0.67587,0.72407,0.73852,0.75621,0.74741,0.74539,0.76614,0.72587,0.72779,0.70507,0.72362,0.71275,0.69618,0.79376,0.73677,0.73541,0.71600,0.75066,0.77213,0.74960,0.70811,0.72199,0.80747,0.72304,0.76575,0.74663,0.73653,0.72964,0.71432,0.74780,0.70248,0.74571,0.72860,0.72048,0.75953,0.72953,0.70673,0.68714,0.72455,0.74779,0.74331,0.69685,0.74006,0.64841,0.71454,0.71786,0.75283,0.76950,0.70402,0.67775,0.69575,0.77746,0.73118,0.75367,0.73871,0.68663,0.71086,0.68391,0.70885,0.73575,0.70167,0.72605,0.66257,0.72619,0.73579,0.74990,0.72317,0.65744,0.64466,0.75130,0.70543,0.73198,0.71442,0.72327
0.73195,0.73533,0.71498,0.77783,0.73895,1.00000,0.77569,0.74228,0.72963,0.78632,0.71290,0.71030,0.75279,0.74680,0.74965,0.72367,0.80094,0.75666,0.77889,0.77019,0.75175,0.77488,0.71223,0.73458,0.71914,0.75329,0.77477,0.77248,0.77125,0.70218,0.75345,0.80812,0.77959,0.75677,0.76646,0.76677,0.80854,0.77387,0.72763,0.78311,0.73888,0.74327,0.77800,0.78914,0.79745,0.72538,0.78174,0.77268,0.74812,0.73938,0.77675,0.78230,0.71113,0.76739,0.76670,0.75894,0.76625,0.73501,0.75360,0.72256,0.74088,0.78457,0.72747,0.76660,0.74601,0.75566,0.77903,0.73413,0.72755,0.75521,0.77707,0.71156,0.73035,0.74884,0.78853,0.70310,0.75373,0.77536,0.74585,0.76452,0.76093,0.73833,0.78063,0.75305,0.77962,0.76979,0.79188
0.77589,0.75629,0.73792,0.79813,0.75382,0.77569,1.00000,0.77134,0.74216,0.81600,0.74636,0.79706,0.79186,0.71604,0.77024,0.80062,0.79674,0.77186,0.79273,0.80526,0.79293,0.78222,0.78271,0.75304,0.78762,0.79052,0.76821,0.80988,0.78423,0.76607,0.82232,0.76877,0.81216,0.73200,0.76391,0.78597,0.76593,0.75750,0.78396,0.81497,0.77835,0.74612,0.78626,0.78806,0.79532,0.73358,0.76763,0.81462,0.79340,0.82001,0.75871,0.78117,0.74200,0.78766,0.74345,0.79618,0.77777,0.74265,0.75130,0.76660,0.76517,0.79429,0.74938,0.79087,0.75897,0.75626,0.74422,0.79369,0.75563,0.80329,0.78728,0.77083,0.80225,0.78452,0.76804,0.73253,0.77738,0.79393,0.76921,0.76273,0.75699,0.75646,0.78013,0.76547,0.78764,0.77392,0.79518
0.77487,0.76093,0.76427,0.76726,0.74674,0.74228,0.77134,1.00000,0.73412,0.75830,0.79934,0.79664,0.79235,0.72875,0.77119,0.75940,0.78123,0.77325,0.76635,0.75486,0.76938,0.70786,0.72875,0.78205,0.76831,0.78087,0.76491,0.75430,0.77346,0.75577,0.78033,0.75109,0.78190,0.70855,0.81337,0.73048,0.77262,0.71939,0.73167,0.77158,0.72848,0.74490,0.78385,0.77300,0.78102,0.73168,0.73112,0.74974,0.74602,0.75493,0.73633,0.75419,0.75257,0.76475,0.75012,0.72895,0.73936,0.74852,0.75291,0.77886,0.72377,0.74650,0.72538,0.74570,0.74734,0.76002,0.79597,0.72599,0.73051,0.76836,0.77372,0.70497,0.73666,0.77560,0.73808,0.71607,0.77469,0.75184,0.73507,0.75087,0.75588,0.71928,0.73037,0.70744,0.76703,0.71838,0.73602
0.74802,0.71301,0.76114,0.77786,0.71559,0.72963,0.74216,0.73412,1.00000,0.76401,0.75739,0.76857,0.77920,0.74598,0.72159,0.77849,0.77991,0.74666,0.75383,0.74150,0.79530,0.69451,0.75919,0.70551,0.73562,0.74912,0.74825,0.77449,0.73765,0.73957,0.72760,0.78182,0.75256,0.76215,0.72571,0.79518,0.75948,0.75194,0.71637,0.77431,0.75874,0.77441,0.77254,0.76253,0.76396,0.76789,0.75231,0.76223,0.74375,0.77120,0.74325,0.80599,0.72605,0.76881,0.74797,0.74408,0.74200,0.75874,0.77918,0.77032,0.71994,0.75274,0.73248,0.75094,0.71990,0.73921,0.69648,0.72492,0.74378,0.74803,0.73436,0.73258,0.73678,0.72228,0.72758,0.76820,0.73388,0.75210,0.71565,0.71979,0.74280,0.70193,0.78382,0.73772,0.78040,0.75601,0.78021
0.74481,0.74668,0.75475,0.74887,0.74921,0.78632,0.81600,0.75830,0.76401,1.00000,0.71577,0.76202,0.75373,0.71621,0.75901,0.76511,0.80798,0.76273,0.75578,0.76896,0.79214,0.76109,0.73858,0.74222,0.74081,0.79003,0.78821,0.77249,0.79097,0.77373,0.79279,0.78650,0.81283,0.76678,0.80058,0.75721,0.77022,0.75361,0.74963,0.80966,0.79108,0.78948,0.76803,0.76222,0.77456,0.74872,0.76404,0.79397,0.74432,0.78508,0.75918,0.75224,0.76332,0.79267,0.74970,0.77999,0.75328,0.73852,0.76375,0.77613,0.72486,0.74709,0.74021,0.75672,0.71086,0.74875,0.76558,0.73394,0.74025,0.80053,0.76103,0.74119,0.77767,0.77198,0.76733,0.74696,0.74823,0.77199,0.73015,0.76453,0.72909,0.74623,0.79931,0.73024,0.77897,0.77909,0.75947
