87
1.00000 0.46318 0.50021 0.44126 0.45146 0.50039 0.49599 0.44727 0.48198 0.49384 0.49939 0.45066 0.49179 0.43364 0.44130 0.47480 0.43872 0.50378 0.50540 0.46656 0.47191 0.55921 0.48264 0.48881 0.36775 0.53052 0.51178 0.49508 0.53202 0.55540 0.47435 0.47624 0.47893 0.44063 0.43921 0.45898 0.51782 0.37718 0.41714 0.49195 0.48569 0.42375 0.43541 0.48518 0.52998 0.50903 0.52216 0.50075 0.46445 0.53588 0.41717 0.44404 0.44099 0.44957 0.36953 0.43432 0.37940 0.40525 0.46369 0.44727 0.40500 0.35292 0.36837 0.46057 0.33149 0.34264 0.46759 0.49609 0.36431 0.45965 0.33941 0.35851 0.36116 0.34878 0.37063 0.46403 0.43064 0.40965 0.38333 0.30383 0.34767 0.42493 0.40812 0.37856 0.40977 0.47343 0.46235
0.46318 1.00000 0.37189 0.42277 0.45833 0.42858 0.40976 0.36656 0.36712 0.40565 0.43455 0.39783 0.39269 0.43821 0.44746 0.47663 0.43713 0.46464 0.48351 0.45824 0.43005 0.44945 0.43956 0.47619 0.43872 0.38102 0.41333 0.40467 0.49286 0.48380 0.49710 0.42837 0.42312 0.36839 0.40273 0.32308 0.40610 0.42113 0.42490 0.35445 0.39975 0.40286 0.38207 0.35198 0.38257 0.50786 0.39121 0.42872 0.48484 0.51885 0.43600 0.46971 0.37578 0.31468 0.27979 0.42379 0.35440 0.34831 0.40383 0.32355 0.32073 0.36011 0.38415 0.42477 0.35248 0.45606 0.35492 0.38470 0.35055 0.46208 0.36525 0.42402 0.42180 0.35925 0.40714 0.35953 0.34939 0.35956 0.43971 0.30549 0.30603 0.30103 0.46706 0.49042 0.38076 0.45153 0.38084
0.50021 0.37189 1.00000 0.45295 0.51395 0.45613 0.41473 0.36090 0.43326 0.47395 0.43490 0.44073 0.36507 0.37860 0.50766 0.34944 0.29499 0.36603 0.36484 0.42295 0.45348 0.46926 0.50288 0.46447 0.48313 0.53607 0.44045 0.44826 0.45950 0.50701 0.44802 0.50682 0.45692 0.31141 0.40983 0.43736 0.52912 0.36505 0.42339 0.47255 0.38802 0.41143 0.50443 0.45685 0.43951 0.44681 0.47645 0.40150 0.41305 0.39204 0.36658 0.30035 0.37963 0.34098 0.34347 0.49231 0.44239 0.36002 0.42228 0.38443 0.35654 0.40927 0.23335 0.35881 0.25161 0.35429 0.44551 0.32299 0.25290 0.34326 0.34112 0.32265 0.38210 0.31358 0.37068 0.39132 0.38786 0.45814 0.42643 0.23205 0.25651 0.38717 0.39334 0.40227 0.42845 0.36088 0.39200
0.44126 0.42277 0.45295 1.00000 0.41626 0.49034 0.52928 0.43522 0.42246 0.48992 0.46095 0.56877 0.51632 0.48024 0.49162 0.49171 0.38983 0.40752 0.47207 0.45355 0.46794 0.45234 0.48720 0.53622 0.46250 0.52278 0.58219 0.40387 0.40150 0.44134 0.41642 0.53284 0.48670 0.51939 0.48039 0.45679 0.43135 0.47906 0.51832 0.50693 0.38910 0.39804 0.44792 0.50919 0.47390 0.47585 0.46342 0.40494 0.46045 0.44527 0.44923 0.28180 0.24714 0.38071 0.28385 0.39352 0.40352 0.41736 0.42927 0.41562 0.38409 0.28854 0.29392 0.32275 0.40836 0.31755 0.44695 0.39716 0.35351 0.36805 0.34359 0.30902 0.27954 0.29170 0.42356 0.34911 0.34374 0.45333 0.36013 0.26269 0.31823 0.43937 0.40842 0.42270 0.33567 0.36235 0.39948
0.45146 0.45833 0.51395 0.41626 1.00000 0.51781 0.53506 0.35827 0.42645 0.45716 0.49186 0.51779 0.44226 0.47947 0.44965 0.44931 0.42871 0.49252 0.42745 0.47963 0.36994 0.52788 0.43684 0.39967 0.49384 0.46583 0.48764 0.51706 0.42687 0.48638 0.47096 0.53813 0.33646 0.44518 0.56259 0.51846 0.49014 0.38440 0.60135 0.53652 0.41308 0.51890 0.52193 0.46198 0.53357 0.39883 0.41769 0.45353 0.40899 0.49909 0.41235 0.26579 0.30986 0.30424 0.29068 0.50202 0.35852 0.38515 0.45709 0.37645 0.36858 0.31592 0.24540 0.36525 0.28533 0.37207 0.54130 0.31616 0.27474 0.28080 0.32637 0.35633 0.42370 0.40875 0.34605 0.36570 0.42839 0.46201 0.37286 0.20438 0.35537 0.36111 0.36161 0.41792 0.44101 0.38812 0.36489
0.50039 0.42858 0.45613 0.49034 0.51781 1.00000 0.48186 0.43287 0.45432 0.48592 0.47965 0.52456 0.47297 0.43730 0.46805 0.54216 0.41298 0.47961 0.43453 0.43302 0.39705 0.52856 0.48755 0.47172 0.45178 0.40138 0.54072 0.50731 0.47105 0.48958 0.44308 0.54686 0.54279 0.44196 0.42410 0.41077 0.46428 0.41443 0.51679 0.46548 0.46256 0.41099 0.50528 0.50695 0.46007 0.40261 0.48314 0.39570 0.47958 0.48372 0.43866 0.31904 0.28050 0.27515 0.28740 0.46928 0.42591 0.33292 0.38248 0.38942 0.34224 0.40289 0.31747 0.37264 0.29368 0.36370 0.44960 0.37559 0.29906 0.38274 0.37936 0.25873 0.35178 0.29425 0.33456 0.38368 0.38917 0.55648 0.45124 0.12546 0.28315 0.38812 0.41162 0.41069 0.32355 0.41945 0.40330
0.49599 0.40976 0.41473 0.52928 0.53506 0.48186 1.00000 0.43452 0.46740 0.52293 0.42319 0.42787 0.51226 0.35245 0.39155 0.49922 0.39411 0.42248 0.50862 0.43852 0.44554 0.47571 0.51750 0.40007 0.47062 0.54447 0.51412 0.39870 0.43198 0.46875 0.43111 0.47081 0.50536 0.52147 0.45815 0.42906 0.53001 0.48291 0.53533 0.43138 0.49631 0.54205 0.48951 0.49254 0.48505 0.47141 0.40344 0.30907 0.39531 0.44424 0.47056 0.26069 0.25798 0.35692 0.26885 0.44548 0.30271 0.35181 0.45748 0.41579 0.34400 0.34542 0.24229 0.36355 0.36894 0.35924 0.46590 0.35436 0.29207 0.31933 0.26174 0.36629 0.33039 0.29551 0.34307 0.30939 0.31482 0.45304 0.36972 0.21098 0.30707 0.35342 0.35171 0.34855 0.43218 0.37690 0.42995
0.44727 0.36656 0.36090 0.43522 0.35827 0.43287 0.43452 1.00000 0.28893 0.41447 0.37028 0.37875 0.40183 0.31414 0.38957 0.33346 0.35773 0.45659 0.39882 0.30698 0.33909 0.40641 0.48945 0.36662 0.33050 0.37024 0.47611 0.34956 0.37687 0.46460 0.40580 0.41078 0.44271 0.40448 0.31318 0.41326 0.40823 0.31460 0.43399 0.33423 0.30194 0.35659 0.37920 0.32285 0.38473 0.55485 0.37352 0.44851 0.42752 0.45212 0.41527 0.40939 0.38704 0.33330 0.39254 0.37955 0.41025 0.40051 0.45063 0.37262 0.39937 0.36294 0.35225 0.47858 0.38244 0.33573 0.31745 0.51538 0.41330 0.44594 0.31953 0.37047 0.32391 0.40171 0.38082 0.48160 0.40947 0.36350 0.38060 0.34424 0.37570 0.39213 0.50903 0.44394 0.47898 0.44021 0.30245
0.48198 0.36712 0.43326 0.42246 0.42645 0.45432 0.46740 0.28893 1.00000 0.42752 0.36860 0.41012 0.47135 0.35539 0.34032 0.44783 0.49401 0.41116 0.35213 0.37751 0.46186 0.43361 0.34633 0.37287 0.41543 0.44325 0.39697 0.43745 0.43666 0.43594 0.48257 0.45899 0.42399 0.35885 0.46012 0.36178 0.43662 0.40628 0.42664 0.44260 0.42258 0.30326 0.36206 0.42673 0.46550 0.38443 0.30269 0.38717 0.43844 0.38914 0.31612 0.28311 0.17652 0.36123 0.25024 0.29622 0.28715 0.24802 0.35702 0.46254 0.22860 0.39276 0.37052 0.30989 0.21392 0.33294 0.35316 0.32677 0.31564 0.36373 0.27176 0.23856 0.29787 0.25416 0.42456 0.29990 0.24847 0.39738 0.35110 0.21101 0.22755 0.32236 0.28781 0.27351 0.24012 0.25341 0.39417
0.49384 0.40565 0.47395 0.48992 0.45716 0.48592 0.52293 0.41447 0.42752 1.00000 0.41013 0.44674 0.46340 0.37722 0.40263 0.39185 0.31194 0.44262 0.42595 0.41039 0.49450 0.47936 0.37301 0.53539 0.45076 0.45753 0.44749 0.33146 0.37737 0.49981 0.48392 0.48507 0.45147 0.47294 0.53290 0.39583 0.40064 0.48218 0.44291 0.43693 0.39700 0.47972 0.44364 0.45244 0.43389 0.42778 0.42027 0.46185 0.48486 0.45060 0.46977 0.24400 0.20280 0.35364 0.32892 0.46826 0.39882 0.34019 0.38318 0.43018 0.30633 0.38610 0.37032 0.33391 0.34032 0.32324 0.44851 0.36326 0.36528 0.31086 0.26816 0.37314 0.37205 0.34594 0.33256 0.33990 0.28085 0.46971 0.45851 0.21788 0.26634 0.42414 0.35438 0.37161 0.29562 0.32073 0.42249
