1.00000,0.97586,0.25042,0.05475,0.16072,0.76624,0.16692,0.87140,0.03654,0.02854,0.06716,0.16393,0.16824,0.03751,0.31257,0.03667,0.96971,0.98807,0.98796,0.19433,0.99403,0.95768,0.34286,0.99402,0.12008,0.07081,0.04959,0.10089,0.25148,0.96973,0.39319,0.18831,0.17329,0.14103,0.23068,0.38607,0.04505,0.97578,0.19701,0.06972,0.98799,0.07944,0.38840,0.62980,0.00107,0.87789,0.17822,0.87374,0.86486,0.97583,0.96973,0.74197,0.74862,0.75521,0.74970,0.03059,0.74196,0.74583,0.74584,0.74584,0.74034,0.73920,0.74197,0.74197,0.74197,0.74197,0.13286,0.76180,0.75245,0.74862,0.75245,0.74862,0.74197,0.74584,0.76181,0.74197,0.75205,0.07755,0.74197,0.74428,0.73920,0.73918,0.73919,0.74860,0.75245,0.74862,0.96963
0.97586,1.00000,0.25607,0.05323,0.16530,0.78521,0.17086,0.87156,0.03751,0.02696,0.04079,0.17007,0.10818,0.03878,0.31870,0.03742,0.96851,0.97587,0.97531,0.14345,0.98173,0.96896,0.35140,0.98173,0.12305,0.03654,0.02752,0.10336,0.25886,0.99371,0.40292,0.19332,0.17903,0.14451,0.23651,0.39566,0.04617,0.99995,0.14634,0.03735,0.98769,0.08159,0.39802,0.64528,0.02272,0.86740,0.18406,0.86330,0.86476,0.97494,0.99370,0.74156,0.73878,0.73602,0.73065,0.02903,0.74155,0.73602,0.73604,0.73604,0.73128,0.73878,0.74155,0.74156,0.74155,0.74156,0.09676,0.75250,0.73333,0.73878,0.73333,0.73878,0.74156,0.73604,0.76210,0.74156,0.73384,0.07950,0.74156,0.72626,0.73878,0.73877,0.73877,0.73876,0.73333,0.73878,0.99366
0.25042,0.25607,1.00000,0.17320,0.93897,0.05808,0.11688,0.42882,0.17856,0.09091,0.18310,0.87736,0.10625,0.20877,0.94102,0.16736,0.25932,0.25180,0.25566,0.10009,0.25220,0.25528,0.42142,0.25249,0.13108,0.20496,0.13745,0.14966,0.88090,0.25732,0.41350,0.94529,0.88926,0.09093,0.92188,0.41716,0.19664,0.25913,0.09198,0.21206,0.25551,0.23624,0.42349,0.03001,0.38089,0.42633,0.90207,0.42474,0.43101,0.25938,0.25662,0.40449,0.40310,0.40209,0.39868,0.09326,0.40492,0.40182,0.40182,0.40198,0.39206,0.40305,0.40517,0.40443,0.40504,0.40477,0.09468,0.40046,0.39992,0.40276,0.40021,0.40312,0.40488,0.40146,0.40061,0.40461,0.39218,0.23486,0.40488,0.38858,0.40296,0.40285,0.40343,0.40273,0.40005,0.40298,0.26106
0.05475,0.05323,0.17320,1.00000,0.17742,0.01806,0.02152,0.08945,0.03383,0.00692,0.99819,0.16306,0.58370,0.03841,0.18188,0.03419,0.05384,0.05458,0.05526,0.50562,0.05507,0.05607,0.08481,0.05501,0.02494,0.99546,0.71316,0.02902,0.16596,0.05336,0.08323,0.17780,0.17891,0.01698,0.18821,0.08349,0.03491,0.05354,0.50418,0.99114,0.05315,0.05279,0.08436,0.00970,0.07995,0.00677,0.17302,0.00668,0.08980,0.05385,0.05324,0.08047,0.00455,0.00445,0.00449,0.00824,0.08054,0.00449,0.07992,0.07995,0.07835,0.08018,0.08058,0.08046,0.08056,0.08051,0.32296,0.00437,0.00454,0.00460,0.00450,0.00454,0.08053,0.00455,0.07984,0.08049,0.00381,0.05229,0.08053,0.00370,0.08016,0.08015,0.08024,0.00460,0.00452,0.08017,0.05384
0.16072,0.16530,0.93897,0.17742,1.00000,0.01636,0.12702,0.37287,0.17600,0.01885,0.18622,0.94967,0.11384,0.22461,0.89607,0.16391,0.16783,0.16279,0.16542,0.10310,0.16178,0.16555,0.37453,0.16229,0.12977,0.22568,0.14667,0.15618,0.90326,0.16548,0.36915,0.96322,0.97518,0.08879,0.93969,0.37612,0.19059,0.16930,0.08296,0.23452,0.16573,0.23150,0.38127,0.03172,0.43114,0.37053,0.96406,0.36929,0.37432,0.16919,0.16402,0.33443,0.33331,0.33303,0.33003,0.01571,0.33493,0.33233,0.33271,0.33289,0.32588,0.33325,0.33522,0.33434,0.33507,0.33475,0.08851,0.33125,0.33099,0.33291,0.33133,0.33334,0.33488,0.33191,0.33180,0.33456,0.32533,0.22919,0.33488,0.32251,0.33315,0.33301,0.33370,0.33288,0.33115,0.33355,0.17069
0.76624,0.78521,0.05808,0.01806,0.01636,1.00000,0.16480,0.68143,0.00320,0.00089,0.00128,0.01787,0.16468,0.00288,0.13975,0.00164,0.75827,0.76621,0.77548,0.13627,0.77085,0.74890,0.01623,0.77085,0.19255,0.00369,0.00041,0.17168,0.05587,0.79019,0.01207,0.00559,0.02145,0.13943,0.04319,0.02061,0.00884,0.78509,0.14075,0.00290,0.77548,0.07525,0.01808,0.82408,0.01871,0.67819,0.00365,0.67498,0.68476,0.75347,0.79019,0.57796,0.57580,0.57361,0.56945,0.00231,0.57795,0.57366,0.57364,0.57364,0.57887,0.57580,0.57794,0.57797,0.57795,0.57796,0.08953,0.59578,0.57154,0.57581,0.57154,0.57580,0.57795,0.57367,0.59575,0.57796,0.58094,0.07340,0.57795,0.57493,0.57580,0.57581,0.57578,0.57581,0.57154,0.57579,0.79005
0.16692,0.17086,0.11688,0.02152,0.12702,0.16480,1.00000,0.11591,0.02255,0.01734,0.02302,0.12748,0.67067,0.03087,0.10629,0.01971,0.02180,0.16641,0.10507,0.86722,0.16780,0.04245,0.05068,0.16768,0.81741,0.02898,0.01868,0.81791,0.11953,0.10756,0.05016,0.12184,0.12739,0.86599,0.11469,0.05118,0.02377,0.17026,0.86415,0.03086,0.16829,0.48671,0.05181,0.20048,0.06480,0.11541,0.13141,0.11482,0.06004,0.04216,0.10794,0.04770,0.04754,0.04752,0.04701,0.01707,0.04780,0.04748,0.04739,0.04740,0.04894,0.04753,0.04778,0.04769,0.04776,0.04773,0.59396,0.05089,0.04716,0.04750,0.04719,0.04754,0.04775,0.04734,0.09998,0.04771,0.04927,0.48701,0.04775,0.04871,0.04752,0.04760,0.04762,0.04759,0.04718,0.04752,0.10674
0.87140,0.87156,0.42882,0.08945,0.37287,0.68143,0.11591,1.00000,0.07961,0.08140,0.07960,0.38788,0.06702,0.09270,0.48902,0.07111,0.86680,0.87250,0.87219,0.10009,0.87686,0.84489,0.29516,0.87729,0.07688,0.08628,0.06081,0.05249,0.45243,0.86593,0.34010,0.39039,0.38248,0.10469,0.43092,0.33536,0.08668,0.87265,0.10969,0.08839,0.88315,0.31001,0.33877,0.55618,0.42992,0.99522,0.40486,0.99052,0.99517,0.87302,0.86559,0.85832,0.85511,0.85192,0.84570,0.07988,0.85831,0.85192,0.85194,0.85194,0.84117,0.85511,0.85832,0.85832,0.85832,0.85832,0.21241,0.86562,0.84880,0.85511,0.84880,0.85511,0.85832,0.85194,0.87403,0.85832,0.84412,0.30808,0.85832,0.83540,0.85511,0.85509,0.85510,0.85509,0.84880,0.85511,0.86749
0.03654,0.03751,0.17856,0.03383,0.17600,0.00320,0.02255,0.07961,1.00000,0.00887,0.03597,0.16856,0.02107,0.99380,0.17689,0.99814,0.03789,0.03694,0.03725,0.01889,0.03683,0.03755,0.19399,0.03692,0.02533,0.03924,0.02625,0.02755,0.17222,0.03762,0.08755,0.18336,0.17313,0.01722,0.17956,0.08837,0.99841,0.03804,0.01729,0.04009,0.03735,0.05288,0.08899,0.00528,0.11125,0.07919,0.17702,0.07895,0.07991,0.03803,0.03745,0.07104,0.07079,0.07057,0.01377,0.00838,0.07108,0.01393,0.01393,0.01392,0.01304,0.01401,0.07111,0.07104,0.07109,0.07107,0.02346,0.07030,0.01392,0.07084,0.01389,0.07079,0.07108,0.01397,0.07040,0.07105,0.01347,0.05281,0.07108,0.01320,0.01402,0.01403,0.01397,0.07075,0.01391,0.07078,0.03815
0.02854,0.02696,0.09091,0.00692,0.01885,0.00089,0.01734,0.08140,0.00887,1.00000,0.02079,0.05273,0.00559,0.01699,0.04321,0.00978,0.02607,0.02748,0.02734,0.00311,0.02858,0.02721,0.06600,0.02731,0.00233,0.00858,0.00692,0.00443,0.03993,0.02848,0.06572,0.06514,0.04549,0.00035,0.02101,0.06187,0.01252,0.02723,0.00519,0.01045,0.02714,0.04257,0.06140,0.00511,0.22025,0.08107,0.00635,0.08063,0.08199,0.02589,0.02894,0.07136,0.07108,0.07076,0.07030,0.99931,0.07131,0.07079,0.07079,0.07077,0.06773,0.07109,0.07128,0.07137,0.07129,0.07133,0.02913,0.07051,0.07058,0.07113,0.07055,0.07108,0.07131,0.07084,0.07031,0.07135,0.06827,0.04686,0.07131,0.06751,0.07110,0.07112,0.07104,0.07113,0.07057,0.07110,0.02610
