0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,donor
0.24587548,0.8632429,0.77560157,0.15395203,-0.17936015,-0.022062318,0.8476032,0.85684896,0.7738237,0.66023505,0.15657958,0.2745283,0.7929064,0.4854583,0.21312234,0.053532135,0.57942384,-0.06283443,0.9583309,0.03272007,0.6681653,0.6813022,0.25994202,0.9970636,0.26287922,0.5853709,0.7477738,-0.13563545,0.3233301,0.78066206,0.47974968,-0.066150784,0.8632241,0.25505906,0.74529487,0.92614174,0.7971031,0.51230687,0.18477724,0.31813264,-0.057460632,0.83390355,0.9021084,0.5111208,0.022293469,0.59093595,-0.16554466,0.25461835,-0.12375305,0.8920117,0.3381267,-0.097555004,0.18450858,0.6454382,0.64280665,0.722919,0.3042582,0.09776615,0.58306503,0.80801594,0.74820334,0.961408,0.9307353,0.21406886,-0.18752901,1.0763425,0.36066535,0.622767,0.0027753839,-0.12374734,0.1822525,0.5296495,0.39324838,0.83368784,0.7914317,0.70947117,0.2165602,-0.08557341,0.21777669,0.23251635,0.45084366,0.7800056,0.31640255,-0.038838208,0.89025384,0.29157257,1.1347358,0.3505051,0.7035383,0.6243564,0.5161683,0.5567437,0.4849669,0.63581157,0.41825938,0.22249678,0.85684586,0.8238344,0.09880684,-0.1598857,0.0048649735,0.6073753,0.53577495,0.25995094,-0.09168078,0.4997303,0.4625175,0.6307495,0.7947222,0.17515242,-0.16760142,0.4329598,0.6354357,0.58196783,0.4714577,0.56230384,0.6607142,0.6970005,0.26506814,0.023626614,0.87671983,0.5148399,-0.12541619,0.34966227,0.9474513,0.731394,0.29532835,0.3165794,0.31338027,0.17777416,0.7830224,0.7763866,0.36586455,1.0702878,0.055160172,1.0434561,0.78358215,0.5976136,0.22929165,0.06467294,0.89717203,0.66764224,0.74533576,0.49990365,0.41709358,0.98435944,0.2961553,0.8581756,0.37531596,0.31714204,-0.098462954,0.19348995,0.25546265,0.37313262,Donor:HBsRE_1
0.4071707,0.7818987,0.41194573,0.4750745,0.12028671,-0.003450221,0.13418244,0.4825807,0.2513459,0.31131688,0.2048549,0.8401774,0.7500167,0.37625468,0.46314582,0.6882066,-0.19821286,-0.009710424,0.9930077,-0.074311495,0.20027108,0.84813464,0.5381906,0.9336062,1.0819824,0.25549182,0.27685863,0.39580065,0.48204046,0.9025693,0.8476575,0.010885996,1.0748309,0.52431047,-0.026918521,0.7587582,1.0530425,0.68140817,-0.122692935,1.0808971,0.265416,0.6845565,0.8507342,-0.06446314,-0.14553472,0.39958414,0.43719572,-0.11898925,0.70213234,0.3422002,0.5435915,0.27333915,0.29212043,0.6522229,0.47991103,1.1458032,-0.06822836,0.38518864,0.34764022,0.74558324,0.75631243,0.9453372,0.34209144,0.15261865,0.6558031,0.6689926,0.66272193,0.8474895,0.4174519,0.021691732,0.94582814,0.48466665,1.0108076,0.8329449,0.20796405,1.0598633,0.4227566,0.19962965,0.71105754,0.30073646,0.62766635,0.3345998,0.7467041,0.6999579,0.45532522,0.1051275,0.522358,0.15300573,0.20798439,0.70277405,0.5800239,0.17651688,0.6840789,0.116318144,0.8233713,-0.16298892,1.0512003,0.18916853,-0.090718456,0.44724166,0.5808833,0.34828565,0.28416368,0.09343668,0.343016,0.32366103,0.29635385,0.58061886,0.7894881,0.4594433,0.52446973,0.620173,-0.26974478,0.4518246,0.6197695,1.1107103,0.8990878,0.9405605,0.8820233,0.54547435,0.7210882,-0.012488036,0.10602622,0.9736952,0.23840663,0.29902804,0.7063463,0.6354941,0.63181895,0.26770476,0.08085624,0.8764767,-0.13096412,1.1377211,0.73621327,0.3214228,0.52178496,0.09428673,0.7931902,0.4819424,0.22732167,0.21789873,0.7074084,0.71161664,0.1145386,0.99499416,0.46062517,0.6412466,0.16483572,1.2091855,0.11902425,0.16085367,0.2030572,-0.06695004,Donor:HBsRE_10
0.4474806,0.54437584,0.13248475,0.49986207,0.22531249,0.10448468,1.1363504,0.98235697,0.33288667,1.1331453,0.3180191,0.1753415,0.31698674,0.8994142,-0.1959105,0.051309057,0.47652912,0.589271,0.51272964,0.62486,0.018838748,-0.027190603,0.7468212,1.0948246,1.149485,0.08946264,0.22848828,0.416655,0.62842953,0.8357216,0.071883895,0.41992474,0.5992437,0.87859535,0.68458855,0.48683733,0.14584602,0.13799915,-0.06614787,0.9806128,0.24634083,0.3537327,0.1629551,0.116632536,0.23151532,0.6218845,0.122495614,0.30735254,0.28075507,0.7176881,0.6498056,-0.099661425,-0.067539215,0.9821642,0.33143163,1.0059954,0.4068738,-0.008174909,1.1093966,0.7028056,-0.006561878,1.0973952,0.82795954,0.38509437,-0.22927406,0.28549597,0.52340096,0.6072222,0.4296046,0.71008176,0.26462418,1.0425178,1.1201466,0.4668962,0.5425385,0.8968937,0.68799484,-0.106405415,-0.06544795,0.4666751,-0.00087244133,0.83912826,0.29115924,0.40253285,0.30904815,-0.048706703,0.49565068,0.3090608,0.25275603,0.19302982,0.25173447,0.31936246,0.4122346,0.6903006,0.43880937,0.74362296,0.63399917,0.7256057,0.050992947,0.6377944,0.6626609,0.48870346,0.76174736,0.30530667,-0.008962727,0.42886102,0.27159837,0.1676064,0.8100437,0.6489626,0.3118107,1.0867175,-0.09705701,0.6837206,0.75686795,1.038339,0.9905253,0.73495555,0.2870073,0.4401737,0.49283254,0.21589585,0.24912259,0.8374663,0.19691336,-0.06755193,0.033799198,0.79792935,0.13576287,0.46636066,0.052935768,0.5482756,-0.092814125,0.8744012,-0.034342993,0.91810733,0.89566505,0.266003,0.19978757,0.60828364,0.8724015,0.3113966,0.6762124,0.54563534,0.68090284,1.0467126,0.31882787,0.2482915,0.53677183,0.7708061,0.5339901,0.5805652,0.05147151,0.5488116,Donor:HBsRE_11
0.2861662,0.37709382,0.1349729,0.66954046,0.24190173,0.08107286,0.60175526,0.3202299,0.97499895,0.6077864,0.49750468,0.011413506,0.9643093,1.0380952,0.1696672,0.61581147,0.26020056,0.80864084,0.8180412,0.14834534,0.5549065,0.08790446,0.58693594,0.9219921,0.55834144,-0.060818087,0.5622761,0.43164837,-0.022583004,0.7450881,0.37749195,0.24729677,0.779225,0.98883355,0.8241389,1.0311093,0.7786984,0.65895706,0.5845018,0.82185847,0.043051876,0.7729557,0.21048494,0.4869833,0.20350471,0.3316352,0.34059516,-0.11124753,0.20085295,1.0819772,0.4627229,0.5429915,0.80587107,0.6231885,0.24058647,1.0397437,0.10735595,0.5466921,0.78216445,0.0019464549,0.44642577,0.87540716,1.0831642,0.19419092,0.028060526,0.39849997,0.30315155,0.46554685,0.7693512,-0.057524335,0.4602533,0.597586,0.6185431,0.45574337,0.19754691,1.097996,0.41553313,-0.10810179,-0.028592732,0.44952488,0.8484215,0.24564853,0.8750984,0.07750381,1.0441293,0.6509849,0.45608988,0.10590377,-0.13751282,0.6480501,0.8290738,0.64511114,0.944454,0.65305597,0.8341158,0.0075238706,0.94065034,0.7436565,-0.0039873095,-0.029303094,0.045660198,0.19387488,0.68994313,0.32845125,0.08583398,0.5650233,0.62575483,0.94543636,0.2842146,0.19718914,0.5421347,1.0307592,0.35101306,0.06312963,0.50635463,0.25381786,1.1890838,0.77690655,0.9756038,0.7994497,0.93880683,0.102328554,0.1408588,0.7883076,0.6395971,0.8759405,-0.06383829,0.23862553,-0.12384721,0.8146247,0.66572624,0.16511023,0.0388351,0.8572524,0.41102943,0.6110011,0.44437423,0.403502,0.4063918,0.61653036,0.5544578,1.0103315,0.4785592,0.8641879,0.06252744,0.43871233,0.7756121,0.18484564,0.78507924,0.9271215,-0.002323001,0.3878597,0.02237961,0.5908052,Donor:HBsRE_12
0.6989452,0.10225027,0.03909311,0.17590408,0.42549786,-0.11176036,0.83464813,0.12462316,0.9613898,0.43641052,-0.08437058,0.61448133,0.29985073,0.22969931,-0.04142004,-0.16638663,-0.15267886,0.4809678,0.56930125,-0.07827914,0.71443754,0.6011952,0.53153384,0.3425382,0.21485199,-0.019145377,0.20910232,0.3217039,0.5308289,1.017085,0.20717299,0.32747662,1.1224804,1.0638486,0.024206853,1.0427428,0.88069105,0.4082802,0.4154109,0.54535556,-0.0019256806,0.52357125,0.21326646,0.47953725,0.5212647,0.9073171,-0.079620875,0.5638293,0.33235812,0.44201437,0.32568496,0.6278744,0.45303947,1.2005546,0.69334894,0.5569708,0.4586163,0.09813802,0.7705272,0.93422014,-0.0047562723,1.175666,0.65765685,-0.07976395,-0.12584466,1.1594213,0.746735,0.8594398,0.17116882,0.15137647,0.156371,0.43688917,1.0938467,1.1093332,0.19146138,0.5938567,1.0282905,0.697343,0.3353205,0.75772846,0.88390344,0.1751525,1.0799072,-0.0051058186,0.3636729,0.30842194,0.38240975,0.6926232,0.26877028,1.037061,0.30731383,0.8425058,0.5881578,-0.047118623,1.1094497,0.5587169,0.83956283,0.744148,0.60969806,0.57595056,0.29476097,0.60716426,0.41545725,0.2513989,0.5796437,0.9078338,1.2141713,0.18920176,1.0577663,0.4799549,0.37813193,1.0604805,0.081684746,-0.10595946,0.109634385,0.31314752,0.8110125,1.1036499,0.21190524,-0.04839242,0.5839411,0.6668811,-0.16873935,0.7708797,0.59248185,0.65880156,0.116697624,0.68144643,0.16421182,0.4846608,0.78435,0.7439423,0.34292895,1.0423728,0.07621522,0.39964437,0.9337325,0.764945,-0.034846157,0.6518361,0.19534601,0.17907457,0.6623223,0.391593,0.024024542,0.947627,0.40080926,0.81928927,0.69500965,0.40175158,0.18100776,0.32355568,-0.039469976,0.19840197,Donor:HBsRE_13
0.105079494,0.6815351,0.22595556,-0.07159097,-0.17442593,-0.09870357,1.0222366,0.8429878,0.5349922,0.44972497,0.2658053,0.4392608,1.0624611,0.7922249,0.406698,0.60531557,0.1316059,0.13302492,1.0841177,0.067463644,0.6569066,0.10788843,0.264371,0.2735934,0.41005322,0.5593624,0.17637824,0.04518137,0.591037,0.151383,0.4554763,0.76704115,0.62362385,1.1307799,0.36760437,0.8526322,1.0146817,0.30717993,0.78647107,0.47498414,0.63590306,0.4868185,0.31120715,0.37968364,0.52187526,1.2699704,0.4780838,-0.053777184,-0.08600964,1.1860758,0.0048849774,0.7413073,0.55588824,0.36869317,0.22447275,0.6277798,0.48661733,0.6986893,0.8551794,0.60697967,0.17375435,0.96999913,1.1179491,0.29860738,0.47290897,0.5721891,-0.006906995,0.47177,0.26116276,0.68891096,0.26545075,0.7328641,0.9836494,0.8822734,-0.014688469,0.6178102,0.42821652,0.14529206,0.03484055,0.637008,0.0050295475,-0.119445875,0.5033387,0.0049852915,1.0599346,0.5973272,0.39488044,-0.05266691,0.4782651,0.8296198,0.8052582,0.76014197,1.1624477,0.018032243,1.0646498,0.09097619,0.94460416,0.0143460175,0.206779,-0.05052825,0.5455157,0.17381586,0.40762582,0.3471944,0.56987166,0.28313527,1.1561887,0.86102444,1.0501015,1.0534414,0.32804155,0.6361657,0.2307775,0.37173814,0.19524357,1.0950031,0.40448326,0.8164432,0.75160515,0.4050029,1.045971,0.27007568,0.55667967,0.8603533,0.6687092,-0.043307766,0.6573995,0.36564967,-0.13896655,0.7821566,0.38682857,0.3039543,0.54902333,0.49416706,0.58461696,0.797132,0.3382645,-0.11777642,0.0006557675,0.60898554,1.1463087,0.55224353,-0.18559092,0.7870424,-0.018827802,0.7732063,0.790332,1.1647123,0.602153,1.0331554,0.65842366,0.7286244,-0.07261682,-0.15804686,Donor:HBsRE_14
0.17069665,0.8544278,0.8456806,-0.13814901,-0.05586343,0.72485006,0.5663747,0.7433856,0.8511222,0.8822481,0.8599506,0.62052953,0.5254385,0.7960131,0.14100003,0.10738964,0.0057269507,0.35406026,0.8694964,0.21429335,0.48627186,0.4317694,0.66997176,0.73633826,0.29975802,0.033964247,-0.0053194393,0.26379833,0.68207073,0.5557144,0.40951625,0.653995,0.4847939,1.2019657,0.059852935,0.63703364,0.65128726,0.8117022,0.0017708894,0.39710575,0.036701247,0.99830264,0.8646696,0.42691058,-0.209669,0.798629,0.76216036,-0.15520364,0.36515948,0.54212284,0.4381985,0.26977965,0.894985,0.7337683,-0.11598356,0.80366933,0.6914463,0.31723863,0.26940063,-0.06335782,0.66144997,1.2195033,1.005223,0.7565537,-0.10116374,1.0839715,0.389793,0.8224565,0.22152804,0.07219485,0.8663046,0.45844686,0.6565884,1.0023603,0.6311539,0.6453,0.63756526,-0.07439966,-0.111425415,1.0301031,0.65806985,0.6387399,0.33453807,0.07571099,0.39192742,0.16290963,0.7924278,0.42362633,-0.15341838,1.0188891,0.9532928,0.513222,0.6889855,0.7568275,0.86774886,0.25759548,1.0114288,0.49419406,0.5207055,-0.049954295,0.6377146,0.5231665,0.6211295,0.4627365,0.41562796,0.6815719,0.57798547,0.3518413,0.41352192,0.93522274,0.39825246,1.0898608,-0.20444603,0.4266351,0.08686948,0.32793206,0.9288698,0.9272105,0.7719508,0.9247021,1.055018,0.6045411,0.28960994,0.67387384,1.1197021,0.102568015,0.5111076,0.9061542,-0.24873559,0.46226236,0.73204726,0.00083602674,-0.26220253,0.7487579,0.26592937,0.95637816,0.98456466,0.36949784,0.7300696,0.757845,0.5520637,0.4134052,0.5066469,0.8798406,0.43810073,0.6309002,1.0949987,1.1333667,0.46577018,0.34729272,-0.079636835,0.67568475,0.24083775,0.67102236,Donor:HBsRE_15
-0.110311404,-0.13382134,0.88571966,-0.23557383,0.5307907,-0.28086212,0.64862174,0.7502451,0.4061997,1.1067891,0.35053536,0.40881914,0.76607955,0.73135126,0.31654426,0.43596706,-0.23704833,0.69191474,0.64961296,0.09265993,0.0152648,0.15908164,0.30884382,1.215266,1.0941893,0.39050093,0.40676174,0.4269188,0.1775749,1.2240416,0.23992945,0.09296511,0.3172235,0.92833495,0.3758349,0.806085,0.78768486,0.75693244,-0.093055956,0.2831929,0.72495115,0.97332376,1.0636891,0.010896649,0.10263008,0.6305478,0.494382,0.6638078,0.4663999,1.1088923,0.510526,0.6601544,0.28471062,0.9235916,-0.0930649,0.78342825,0.39598474,0.25415784,0.4834828,0.032859698,0.75617814,0.7881133,1.1411537,0.58421874,0.04517271,1.0901287,0.39525574,0.58286434,0.24886909,-0.06363289,0.65153486,0.92478424,0.8108935,0.4344014,0.25976223,1.0570259,0.7088367,-0.06452708,0.43738374,0.65801173,0.7485658,0.5550251,0.25907806,0.2783391,0.8919014,0.41203988,0.41008875,0.7300379,0.6551381,1.0106281,0.22786884,0.8507578,0.90901273,0.30316997,0.34346774,0.73913676,0.21032688,0.60248405,0.14780311,0.064845175,0.609655,0.058690734,0.31283534,0.73123735,0.17043975,0.82607305,0.2657243,0.992228,0.40442204,0.43490064,0.24303097,0.98724836,-0.26735333,0.40659925,0.5778485,0.41931877,1.0806869,0.78605026,0.16092417,0.47722292,1.0725635,0.6578041,0.55554354,0.5656001,0.16232334,0.5289559,-0.076832056,0.3742245,0.66073644,0.9228217,0.3745495,0.7142463,0.08459121,0.96974003,-0.0141735375,0.7878455,0.15450986,0.7254137,0.26914933,-0.08205581,0.98097575,0.2576045,-0.09021164,0.44645387,0.5024682,1.0222682,0.284323,0.97112244,0.5837019,0.7464891,0.2546703,0.23968473,0.2683495,-0.043142185,Donor:HBsRE_16
0.162211,0.82899356,0.25131357,0.40141496,0.06140442,0.030641774,0.789592,-0.066969626,0.9546232,1.1780236,0.71455646,0.48417127,0.46624848,0.6008906,0.37128565,0.12478776,0.57093734,0.34089246,0.25526068,0.36168024,0.28456613,0.2671215,0.9796161,0.80326515,0.18496042,-0.16026954,0.65149313,0.008031515,-0.16891114,0.86694115,0.74885625,0.39492497,0.8051321,0.15941007,0.5773795,0.73430806,0.34256244,0.1471596,0.36242792,0.49432003,0.07658085,0.28452578,0.060823184,0.04770932,0.6264408,0.38519964,0.394455,0.44375134,0.036603197,0.87867767,0.6934264,-0.21162273,-0.14271715,1.0989423,0.2867318,0.7823481,0.29000968,0.6189502,1.110452,0.44206297,0.15426287,0.6603807,0.7272139,0.3082823,0.18477917,0.29710644,0.3623616,0.8626569,0.5730463,0.5335161,0.2964913,1.1924595,0.63587385,0.59787095,0.101461664,1.1115541,0.351655,0.47446972,0.50645787,0.896938,0.10511735,0.74882996,0.81606066,0.0804757,0.7623007,0.46534315,1.1833494,0.7354334,0.042888686,0.3538257,0.22279026,0.20898539,0.9647561,-0.08961601,1.0611131,0.14610828,0.7846173,0.23211628,-0.18474217,0.122274905,0.32717812,0.055911057,0.7588582,0.13483897,0.06151223,0.9394555,1.0196425,0.5879781,0.8498669,0.71220315,-0.20177566,1.0836221,0.246272,0.79334766,0.120588034,0.54090023,0.2684543,0.20556256,0.47946608,0.6395054,1.2962672,0.17030343,0.7201914,0.15819432,1.1141955,0.22195561,0.39782396,0.89895386,0.68569076,0.3820112,0.1845824,0.7463383,-0.1535833,0.4370781,-0.21011977,0.5989129,0.57300436,0.083047956,0.27576697,0.48178342,0.37430933,0.19912589,0.7456798,0.6906046,0.3300305,0.423567,0.7074146,0.88750815,0.08080188,0.5621285,0.3467248,0.5808099,0.66178936,0.49812937,Donor:HBsRE_17
-0.009196241,0.33770224,0.5885518,0.32651457,0.06514102,0.25047523,0.8047196,0.7603644,0.538934,0.62993085,0.21608113,0.30167305,0.51946396,0.7839138,-0.12919639,0.018158033,0.20499215,0.28575012,0.41249716,0.3548803,0.7465801,0.65397406,0.9491568,0.4345368,0.45050317,0.048778296,0.040037632,0.582167,0.08582752,0.48444366,0.32072237,0.55853647,0.88113755,0.6195513,0.024664598,1.0661381,0.37776622,0.531015,0.4535273,0.7871708,0.5413977,0.7036262,0.9477392,0.50416714,0.36195734,1.21228,0.78679854,-0.12513064,0.3132343,0.9817292,-0.014264688,0.10705811,0.3687082,1.0498471,-0.086038895,0.8469829,-0.14083597,0.20689076,0.40528455,0.5907471,0.5800712,0.3261285,0.85542685,0.5134388,0.5076871,0.41158926,0.7272636,1.12273,0.453333,0.5915913,0.22013812,0.6691391,1.23599,0.75768596,0.29696864,0.5303121,0.33725563,0.5287736,-0.1649141,0.9762048,0.734605,0.46801084,0.45760778,-0.072471574,0.5483032,0.015931258,0.5222702,0.36084953,0.22276285,0.47966796,0.5966309,0.45198816,0.33894756,-0.051294718,0.2335004,0.5991207,1.0474576,0.26293424,0.21206969,0.32324332,0.2996085,0.3884103,0.636768,0.76524985,0.19215192,0.95529026,0.9174215,0.37255856,0.26750466,0.78583395,0.41434997,0.76619846,-0.029933633,0.38054258,0.5990908,0.9408,0.5765504,0.7811364,0.9161275,0.17220294,1.1483139,0.6951157,0.59368217,0.41548136,0.92025256,-0.08240994,0.47233808,0.51151097,0.45109695,0.38753098,0.4217351,0.8293472,0.542906,1.0839019,0.017718663,0.660945,0.90468353,0.5628282,0.73734117,0.37143794,1.17381,0.60014707,0.08243305,0.98517007,-0.31196943,0.49568945,0.60207516,0.77577186,-0.17080878,0.86837316,0.8624179,0.11030058,0.39506716,0.39365464,Donor:HBsRE_18
