87
1.00000 0.99531 0.99364 0.99121 0.99279 0.99365 0.98730 0.98206 0.99304 0.99301 0.99219 0.99055 0.99302 0.99368 0.99312 0.99112 0.99424 0.99203 0.99370 0.99172 0.99397 0.99472 0.99367 0.99373 0.99507 0.99411 0.99399 0.99470 0.99429 0.99031 0.99529 0.99547 0.99341 0.99098 0.99144 0.99495 0.99033 0.99426 0.99237 0.99105 0.99337 0.99336 0.99165 0.99284 0.99238 0.98353 0.99298 0.97763 0.98145 0.99582 0.99320 0.92585 0.95523 0.95822 0.94899 0.99178 0.94280 0.93186 0.93797 0.93988 0.88644 0.96620 0.96644 0.94085 0.88455 0.95685 0.99080 0.93241 0.94365 0.93341 0.94050 0.95789 0.97259 0.92527 0.92156 0.93044 0.93256 0.99150 0.96647 0.81328 0.92092 0.95214 0.93185 0.94522 0.93635 0.94696 0.99348
0.99531 1.00000 0.99104 0.99155 0.99014 0.99052 0.98218 0.98972 0.98983 0.98919 0.99034 0.98647 0.99053 0.99369 0.99097 0.98763 0.99560 0.98824 0.99094 0.98966 0.99061 0.99378 0.99093 0.99344 0.99384 0.99324 0.99074 0.99336 0.99274 0.98712 0.99353 0.99326 0.98955 0.98624 0.98669 0.99341 0.98920 0.99141 0.99076 0.98840 0.98930 0.99441 0.98740 0.99168 0.98944 0.98814 0.99022 0.98662 0.98681 0.99329 0.99003 0.94183 0.96325 0.96571 0.95539 0.98890 0.95279 0.94293 0.95014 0.95119 0.90254 0.97319 0.97260 0.95197 0.90192 0.96329 0.98865 0.94338 0.95300 0.94669 0.95045 0.96822 0.97799 0.93888 0.93389 0.94315 0.94447 0.98909 0.97126 0.83391 0.93612 0.95932 0.94392 0.95864 0.94646 0.95608 0.98933
0.99364 0.99104 1.00000 0.99513 0.99572 0.99442 0.99548 0.97945 0.99779 0.99391 0.99588 0.99604 0.99713 0.99365 0.99752 0.99732 0.98953 0.99515 0.99564 0.99754 0.99389 0.99381 0.99766 0.99168 0.99647 0.99558 0.99705 0.99713 0.99706 0.99312 0.99648 0.99621 0.99741 0.99635 0.99695 0.99658 0.99606 0.99420 0.99686 0.99523 0.99560 0.99537 0.99660 0.99681 0.99697 0.97950 0.99674 0.97394 0.97700 0.99447 0.99544 0.90530 0.94356 0.94535 0.94266 0.99734 0.92399 0.91243 0.91849 0.92501 0.86468 0.95642 0.95283 0.92387 0.86063 0.94037 0.99751 0.91815 0.92567 0.91370 0.92132 0.94249 0.96218 0.90397 0.90027 0.91146 0.91220 0.99696 0.95583 0.78460 0.90037 0.94016 0.91776 0.93114 0.91720 0.92971 0.99323
0.99121 0.99155 0.99513 1.00000 0.99313 0.99394 0.98812 0.98196 0.99417 0.99386 0.99422 0.99347 0.99308 0.99403 0.99575 0.99269 0.98988 0.98979 0.99406 0.99242 0.99137 0.99240 0.99389 0.99389 0.99537 0.99414 0.99337 0.99510 0.99537 0.99398 0.99439 0.99346 0.99200 0.99278 0.99175 0.99462 0.99498 0.99399 0.99322 0.99111 0.99309 0.99604 0.99469 0.99489 0.99352 0.98372 0.99298 0.97952 0.98087 0.99548 0.99107 0.92181 0.95522 0.95643 0.95397 0.99491 0.93636 0.92848 0.93465 0.93989 0.87910 0.96690 0.96157 0.93688 0.88055 0.95038 0.99439 0.93629 0.93622 0.92796 0.93417 0.95405 0.97077 0.91986 0.91480 0.92333 0.92733 0.99409 0.96399 0.80549 0.91879 0.95135 0.93249 0.94396 0.93038 0.94287 0.98866
0.99279 0.99014 0.99572 0.99313 1.00000 0.99525 0.99414 0.97533 0.99560 0.99518 0.99566 0.99484 0.99589 0.99301 0.99680 0.99585 0.99044 0.99417 0.99292 0.99586 0.99414 0.99468 0.99602 0.99137 0.99640 0.99655 0.99709 0.99583 0.99650 0.99389 0.99593 0.99651 0.99580 0.99520 0.99602 0.99649 0.99575 0.99444 0.99516 0.99631 0.99491 0.99377 0.99500 0.99582 0.99492 0.97344 0.99666 0.96903 0.97393 0.99533 0.99599 0.90336 0.94082 0.94382 0.94300 0.99555 0.92334 0.90935 0.91636 0.92160 0.85740 0.95512 0.95103 0.91959 0.85652 0.93776 0.99416 0.91394 0.92137 0.91160 0.91791 0.94065 0.96024 0.90326 0.89716 0.90718 0.91187 0.99685 0.95381 0.77922 0.89815 0.93637 0.91516 0.92914 0.91467 0.92779 0.99351
0.99365 0.99052 0.99442 0.99394 0.99525 1.00000 0.99041 0.97663 0.99515 0.99562 0.99452 0.99374 0.99320 0.99270 0.99477 0.99318 0.99029 0.99181 0.99383 0.99340 0.99392 0.99372 0.99483 0.99418 0.99518 0.99480 0.99375 0.99457 0.99588 0.99405 0.99610 0.99518 0.99398 0.99466 0.99446 0.99510 0.99462 0.99486 0.99407 0.99386 0.99529 0.99436 0.99351 0.99498 0.99250 0.97909 0.99369 0.97403 0.97916 0.99616 0.99401 0.91610 0.95046 0.95158 0.95020 0.99510 0.93610 0.92324 0.92959 0.93094 0.87202 0.96285 0.96059 0.93147 0.87440 0.94907 0.99358 0.92389 0.93301 0.92447 0.92920 0.95198 0.96736 0.91765 0.91088 0.92003 0.92469 0.99324 0.96244 0.79689 0.91209 0.94446 0.92311 0.93822 0.92814 0.93999 0.99371
0.98730 0.98218 0.99548 0.98812 0.99414 0.99041 1.00000 0.96650 0.99475 0.99047 0.99228 0.99591 0.99351 0.98892 0.99499 0.99570 0.97996 0.99514 0.99225 0.99588 0.99165 0.98806 0.99552 0.98475 0.99308 0.99156 0.99446 0.99306 0.99342 0.98980 0.99179 0.99312 0.99590 0.99570 0.99735 0.99233 0.99321 0.98995 0.99554 0.99559 0.99273 0.98904 0.99483 0.99389 0.99326 0.96478 0.99434 0.95917 0.96495 0.98971 0.99373 0.87812 0.92317 0.92682 0.92866 0.99588 0.90209 0.88554 0.89398 0.89998 0.83329 0.93818 0.93482 0.89861 0.82897 0.92041 0.99487 0.89361 0.90175 0.88825 0.89563 0.92202 0.94490 0.87954 0.87439 0.88700 0.88920 0.99539 0.93885 0.75115 0.87267 0.91999 0.89162 0.90868 0.89594 0.90710 0.99166
0.98206 0.98972 0.97945 0.98196 0.97533 0.97663 0.96650 1.00000 0.97784 0.97721 0.97495 0.97137 0.97644 0.98604 0.97767 0.97142 0.98564 0.97360 0.97725 0.97719 0.97766 0.98078 0.97756 0.98380 0.98166 0.98152 0.97842 0.98433 0.98257 0.97089 0.98177 0.98255 0.97619 0.96943 0.97231 0.98003 0.97327 0.97791 0.97957 0.97183 0.97390 0.98442 0.97263 0.97917 0.98131 0.99054 0.97501 0.99446 0.99172 0.98137 0.97867 0.95723 0.96693 0.97154 0.94833 0.97483 0.96036 0.95265 0.96071 0.96052 0.92708 0.97153 0.97690 0.96509 0.92432 0.97042 0.97842 0.94814 0.96593 0.95897 0.96147 0.97343 0.97760 0.94754 0.95092 0.95983 0.95328 0.97631 0.97167 0.86896 0.94990 0.96806 0.95479 0.96768 0.95896 0.96431 0.98059
0.99304 0.98983 0.99779 0.99417 0.99560 0.99515 0.99475 0.97784 1.00000 0.99568 0.99464 0.99507 0.99553 0.99245 0.99695 0.99588 0.98924 0.99397 0.99541 0.99682 0.99433 0.99264 0.99771 0.99147 0.99618 0.99489 0.99665 0.99609 0.99747 0.99241 0.99720 0.99610 0.99781 0.99666 0.99648 0.99623 0.99467 0.99393 0.99639 0.99491 0.99519 0.99424 0.99593 0.99628 0.99648 0.97876 0.99601 0.97195 0.97875 0.99445 0.99562 0.90438 0.94060 0.94291 0.94103 0.99695 0.92256 0.91138 0.91752 0.92182 0.86477 0.95401 0.95211 0.92260 0.85834 0.94040 0.99607 0.91292 0.92627 0.91253 0.92027 0.94180 0.96097 0.90368 0.90031 0.91121 0.91200 0.99576 0.95405 0.78246 0.89847 0.93747 0.91314 0.92738 0.91779 0.92829 0.99471
0.99301 0.98919 0.99391 0.99386 0.99518 0.99562 0.99047 0.97721 0.99568 1.00000 0.99279 0.99372 0.99181 0.99269 0.99445 0.99141 0.98972 0.99061 0.99442 0.99257 0.99366 0.99242 0.99502 0.99231 0.99474 0.99397 0.99483 0.99541 0.99654 0.99122 0.99574 0.99547 0.99528 0.99463 0.99377 0.99534 0.99296 0.99448 0.99410 0.99315 0.99367 0.99349 0.99384 0.99372 0.99453 0.97885 0.99351 0.97100 0.97996 0.99657 0.99332 0.91193 0.94540 0.95050 0.94917 0.99399 0.93079 0.91822 0.92671 0.92932 0.87074 0.95968 0.95717 0.92788 0.86821 0.94520 0.99285 0.92201 0.93061 0.92042 0.92747 0.94905 0.96528 0.91455 0.90683 0.91737 0.92126 0.99340 0.95873 0.79835 0.90814 0.94347 0.92109 0.93408 0.92623 0.93587 0.99280
